Var1,Var2
HMR_9805,Glycerophospholipid metabolism
2AMACHYD,"Glycine, serine, alanine, and threonine metabolism"
ALASm,"Glycine, serine, alanine, and threonine metabolism"
BETALDHxm,"Glycine, serine, alanine, and threonine metabolism"
BHMT,"Glycine, serine, alanine, and threonine metabolism"
CHOLD2m,"Glycine, serine, alanine, and threonine metabolism"
DMGDHm,"Glycine, serine, alanine, and threonine metabolism"
GCCam,"Glycine, serine, alanine, and threonine metabolism"
GHMT2rm,"Glycine, serine, alanine, and threonine metabolism"
GLYOp,"Glycine, serine, alanine, and threonine metabolism"
GNMT,"Glycine, serine, alanine, and threonine metabolism"
PGCD,"Glycine, serine, alanine, and threonine metabolism"
SPTc,"Glycine, serine, alanine, and threonine metabolism"
BETALDHx,"Glycine, serine, alanine, and threonine metabolism"
RE2111M,"Glycine, serine, alanine, and threonine metabolism"
RE2427M,"Glycine, serine, alanine, and threonine metabolism"
RE2429M,"Glycine, serine, alanine, and threonine metabolism"
THRS,"Glycine, serine, alanine, and threonine metabolism"
THRD_L,"Glycine, serine, alanine, and threonine metabolism"
OBDHc,"Glycine, serine, alanine, and threonine metabolism"
SUBGLYc,"Glycine, serine, alanine, and threonine metabolism"
PPIOGLYc,"Glycine, serine, alanine, and threonine metabolism"
CHOLD,"Glycine, serine, alanine, and threonine metabolism"
HMR_4700,"Glycine, serine, alanine, and threonine metabolism"
GLYCTO1,"Glycine, serine, alanine, and threonine metabolism"
HSK,"Glycine, serine, alanine, and threonine metabolism"
AACTOOR,"Glycine, serine, alanine, and threonine metabolism"
AOBUTDsm,"Glycine, serine, alanine, and threonine metabolism"
RE2428M,"Glycine, serine, alanine, and threonine metabolism"
GLYACm,"Glycine, serine, alanine, and threonine metabolism"
THRACm,"Glycine, serine, alanine, and threonine metabolism"
ACHOMm,"Glycine, serine, alanine, and threonine metabolism"
PSERT,"Glycine, serine, alanine, and threonine metabolism"
PSP_L,"Glycine, serine, alanine, and threonine metabolism"
GHMT2r,"Glycine, serine, alanine, and threonine metabolism"
TIGGLYc,"Glycine, serine, alanine, and threonine metabolism"
HEXGLYc,"Glycine, serine, alanine, and threonine metabolism"
THRA,"Glycine, serine, alanine, and threonine metabolism"
GCC2am,"Glycine, serine, alanine, and threonine metabolism"
GCC2bim,"Glycine, serine, alanine, and threonine metabolism"
GCC2cm,"Glycine, serine, alanine, and threonine metabolism"
GCCbim,"Glycine, serine, alanine, and threonine metabolism"
GCCcm,"Glycine, serine, alanine, and threonine metabolism"
GLYATm,"Glycine, serine, alanine, and threonine metabolism"
SARCOXp,"Glycine, serine, alanine, and threonine metabolism"
SERHL,"Glycine, serine, alanine, and threonine metabolism"
SPTix,"Glycine, serine, alanine, and threonine metabolism"
BETALDHy,"Glycine, serine, alanine, and threonine metabolism"
ALCD2y,Glycolysis/gluconeogenesis
ALDD2xm,Glycolysis/gluconeogenesis
ALDD2y,Glycolysis/gluconeogenesis
CBPPer,Glycolysis/gluconeogenesis
DPGase,Glycolysis/gluconeogenesis
G6PPer,Glycolysis/gluconeogenesis
PDHm,Glycolysis/gluconeogenesis
PYK2,Glycolysis/gluconeogenesis
r0202,Glycolysis/gluconeogenesis
r0354,Glycolysis/gluconeogenesis
r0355,Glycolysis/gluconeogenesis
PGM,Glycolysis/gluconeogenesis
PGMT,Glycolysis/gluconeogenesis
TPI,Glycolysis/gluconeogenesis
ACYP,Glycolysis/gluconeogenesis
ALDD2x,Glycolysis/gluconeogenesis
PFK,Glycolysis/gluconeogenesis
ACS,Glycolysis/gluconeogenesis
PYK,Glycolysis/gluconeogenesis
HMR_7748,Glycolysis/gluconeogenesis
HMR_7749,Glycolysis/gluconeogenesis
ACSm,Glycolysis/gluconeogenesis
ALCD2x,Glycolysis/gluconeogenesis
CAT2p,Glycolysis/gluconeogenesis
DPGM,Glycolysis/gluconeogenesis
ETOHMO,Glycolysis/gluconeogenesis
ENO,Glycolysis/gluconeogenesis
FBA,Glycolysis/gluconeogenesis
PGI,Glycolysis/gluconeogenesis
PGK,Glycolysis/gluconeogenesis
LDH_L,Glycolysis/gluconeogenesis
FBP,Glycolysis/gluconeogenesis
GAPD,Glycolysis/gluconeogenesis
HEX1,Glycolysis/gluconeogenesis
G3PD2m,Glycolysis/gluconeogenesis
PEPCK_re,Glycolysis/gluconeogenesis
PEPCKm,Glycolysis/gluconeogenesis
PYK3,Glycolysis/gluconeogenesis
PYK4,Glycolysis/gluconeogenesis
r0173,Glycolysis/gluconeogenesis
r0280,Glycolysis/gluconeogenesis
AGPOP,Glycolysis/gluconeogenesis
RE2666C_1,Glycosphingolipid metabolism
RE2677E_1,Glycosphingolipid metabolism
RE2677N_1,Glycosphingolipid metabolism
RE2717L,Glycosphingolipid metabolism
HMR_0811,Glycosphingolipid metabolism
HMR_0814,Glycosphingolipid metabolism
HMR_0817,Glycosphingolipid metabolism
HMR_0822,Glycosphingolipid metabolism
HMR_0823,Glycosphingolipid metabolism
HMR_0824,Glycosphingolipid metabolism
HMR_0825,Glycosphingolipid metabolism
HMR_0827,Glycosphingolipid metabolism
HMR_0830,Glycosphingolipid metabolism
HMR_0836,Glycosphingolipid metabolism
HMR_0837,Glycosphingolipid metabolism
HMR_0839,Glycosphingolipid metabolism
HMR_0841,Glycosphingolipid metabolism
HMR_0843,Glycosphingolipid metabolism
HMR_0846,Glycosphingolipid metabolism
HMR_0847,Glycosphingolipid metabolism
HMR_0852,Glycosphingolipid metabolism
HMR_0853,Glycosphingolipid metabolism
HMR_0855,Glycosphingolipid metabolism
HMR_0868,Glycosphingolipid metabolism
HMR_0870,Glycosphingolipid metabolism
HMR_0873,Glycosphingolipid metabolism
HMR_0875,Glycosphingolipid metabolism
HMR_0876,Glycosphingolipid metabolism
HMR_0877,Glycosphingolipid metabolism
HMR_0890,Glycosphingolipid metabolism
HMR_0907,Glycosphingolipid metabolism
HMR_0910,Glycosphingolipid metabolism
HMR_0911,Glycosphingolipid metabolism
HMR_0912,Glycosphingolipid metabolism
HMR_0803,Glycosphingolipid metabolism
HMR_0805,Glycosphingolipid metabolism
HMR_0806,Glycosphingolipid metabolism
HMR_0807,Glycosphingolipid metabolism
B3GNT38g,Glycosphingolipid metabolism
RE2677C_1,Glycosphingolipid metabolism
RE2677G_1,Glycosphingolipid metabolism
RE2677R_1,Glycosphingolipid metabolism
RE2675C2,Glycosphingolipid metabolism
HMR_0808,Glycosphingolipid metabolism
HMR_0812,Glycosphingolipid metabolism
HMR_0815,Glycosphingolipid metabolism
HMR_0816,Glycosphingolipid metabolism
HMR_0819,Glycosphingolipid metabolism
HMR_0820,Glycosphingolipid metabolism
HMR_0821,Glycosphingolipid metabolism
HMR_0828,Glycosphingolipid metabolism
HMR_0829,Glycosphingolipid metabolism
HMR_0835,Glycosphingolipid metabolism
HMR_0842,Glycosphingolipid metabolism
HMR_0844,Glycosphingolipid metabolism
HMR_0848,Glycosphingolipid metabolism
HMR_0849,Glycosphingolipid metabolism
HMR_0851,Glycosphingolipid metabolism
HMR_0854,Glycosphingolipid metabolism
HMR_0859,Glycosphingolipid metabolism
HMR_0860,Glycosphingolipid metabolism
HMR_0864,Glycosphingolipid metabolism
HMR_0867,Glycosphingolipid metabolism
HMR_0878,Glycosphingolipid metabolism
HMR_0889,Glycosphingolipid metabolism
HMR_0906,Glycosphingolipid metabolism
HMR_0908,Glycosphingolipid metabolism
HMR_0909,Glycosphingolipid metabolism
HMR_0810,Glycosphingolipid metabolism
HMR_0793,Glycosphingolipid metabolism
HMR_0809,Glycosphingolipid metabolism
GLXO2p,Glyoxylate and dicarboxylate metabolism
GLYCK2,Glyoxylate and dicarboxylate metabolism
GLYCLTDym,Glyoxylate and dicarboxylate metabolism
HPYRDCm,Glyoxylate and dicarboxylate metabolism
HPYRR2x_1,Glyoxylate and dicarboxylate metabolism
KHK2,Glyoxylate and dicarboxylate metabolism
GCALDD,Glyoxylate and dicarboxylate metabolism
FBA4,Glyoxylate and dicarboxylate metabolism
GLXO1,Glyoxylate and dicarboxylate metabolism
GCALDDm,Glyoxylate and dicarboxylate metabolism
GLYCLTDy,Glyoxylate and dicarboxylate metabolism
GLYCTO1p,Glyoxylate and dicarboxylate metabolism
HPYRDC,Glyoxylate and dicarboxylate metabolism
HPYRRy,Glyoxylate and dicarboxylate metabolism
BILIRED,Heme degradation
BIDGLCURr,Heme degradation
UGT1A10c,Heme degradation
HOXG,Heme degradation
FE3R2e_1,Heme synthesis
PPPG9tm,Heme synthesis
PPPGOm,Heme synthesis
PPPGO,Heme synthesis
CPPPGO,Heme synthesis
HMBS,Heme synthesis
PPBNGS,Heme synthesis
5AOPtm,Heme synthesis
RE3637C,Heme synthesis
FCLT,Heme synthesis
UPP3S,Heme synthesis
UPPDC1,Heme synthesis
PPPGO2_1,Heme synthesis
BILIRED2,Heme synthesis
HMR_4771,Heme synthesis
FCLTm,Heme synthesis
RE3051C,Heme synthesis
RE3052C,Heme synthesis
HMR_4772,Heme synthesis
GLCNACASE5ly,Heparan sulfate degradation
HS2ly,Heparan sulfate degradation
HSAT2ly,Heparan sulfate degradation
HSAT3ly,Heparan sulfate degradation
HSPASEly,Heparan sulfate degradation
IDOAASE3ly,Heparan sulfate degradation
LINKDEG1ly,Heparan sulfate degradation
S2TASE1ly,Heparan sulfate degradation
S2TASE2ly,Heparan sulfate degradation
S3TASE3ly,Heparan sulfate degradation
S6TASE1ly,Heparan sulfate degradation
S6TASE2ly,Heparan sulfate degradation
S6TASE3ly,Heparan sulfate degradation
GLCAASE1ly,Heparan sulfate degradation
GLCNACASE1ly,Heparan sulfate degradation
GLCNACASE2ly,Heparan sulfate degradation
GLCNACASE3ly,Heparan sulfate degradation
GLCNACASE4ly,Heparan sulfate degradation
HS1ly,Heparan sulfate degradation
HS3ly,Heparan sulfate degradation
HS4ly,Heparan sulfate degradation
HSAT1ly,Heparan sulfate degradation
HSAT4ly,Heparan sulfate degradation
IDOAASE1ly,Heparan sulfate degradation
IDOAASE2ly,Heparan sulfate degradation
S3TASE1ly,Heparan sulfate degradation
S3TASE2ly,Heparan sulfate degradation
BZCOAFm,Hippurate metabolism
BGLYFm,Hippurate metabolism
HISDC,Histidine metabolism
MHISOR,Histidine metabolism
IMACTD,Histidine metabolism
IZPN,Histidine metabolism
RE3629C,Histidine metabolism
RE3630C,Histidine metabolism
3MHISc,Histidine metabolism
HMCARNc,Histidine metabolism
URCN,Histidine metabolism
HISDr,Histidine metabolism
GluForTx,Histidine metabolism
HISTASE,Histidine metabolism
MACOXO,Histidine metabolism
SAMHISTA,Histidine metabolism
GLCAASE8ly,Hyaluronan metabolism
GLCAASE9ly,Hyaluronan metabolism
HAS1,Hyaluronan metabolism
NACHEX27ly,Hyaluronan metabolism
HAS2,Hyaluronan metabolism
INOSTO,Inositol phosphate metabolism
MI1345PP,Inositol phosphate metabolism
MI134P4P,Inositol phosphate metabolism
MI134PP,Inositol phosphate metabolism
MI145PK,Inositol phosphate metabolism
MI145PP,Inositol phosphate metabolism
MI14PP,Inositol phosphate metabolism
PI3P4Kn,Inositol phosphate metabolism
PI34P5K,Inositol phosphate metabolism
PI34P5Kn,Inositol phosphate metabolism
PI3P4K,Inositol phosphate metabolism
PI345P5P,Inositol phosphate metabolism
PI34P3Pn,Inositol phosphate metabolism
PI34P4Pn,Inositol phosphate metabolism
PI45P3K,Inositol phosphate metabolism
PI45P5P,Inositol phosphate metabolism
PI4P3Kn,Inositol phosphate metabolism
PI4PLC,Inositol phosphate metabolism
PI4PLCn,Inositol phosphate metabolism
PI5P4Kn,Inositol phosphate metabolism
PIK4n,Inositol phosphate metabolism
PIK5n,Inositol phosphate metabolism
PIPLC,Inositol phosphate metabolism
PIPLCn,Inositol phosphate metabolism
PMI12346PH,Inositol phosphate metabolism
MI1PP,Inositol phosphate metabolism
MI4PP,Inositol phosphate metabolism
HMR_6545,Inositol phosphate metabolism
HMR_6549,Inositol phosphate metabolism
HMR_6558,Inositol phosphate metabolism
HMR_6583,Inositol phosphate metabolism
HMR_6584,Inositol phosphate metabolism
HMR_8395,Inositol phosphate metabolism
MI3PP,Inositol phosphate metabolism
PMI12346PS,Inositol phosphate metabolism
HMR_8397,Inositol phosphate metabolism
HMR_8399,Inositol phosphate metabolism
HMR_6550,Inositol phosphate metabolism
MITKP,Inositol phosphate metabolism
ITKPK,Inositol phosphate metabolism
MI3PS,Inositol phosphate metabolism
HMR_6595,Inositol phosphate metabolism
MI13PP,Inositol phosphate metabolism
MI14P4P,Inositol phosphate metabolism
MI1PS,Inositol phosphate metabolism
MI34PP,Inositol phosphate metabolism
PI3P3Pn,Inositol phosphate metabolism
PI345P3P,Inositol phosphate metabolism
PI345P3Pn,Inositol phosphate metabolism
PI345P5Pn,Inositol phosphate metabolism
PI3P5K,Inositol phosphate metabolism
PI45P3Kn,Inositol phosphate metabolism
PI45P4P,Inositol phosphate metabolism
PI45P5Pn,Inositol phosphate metabolism
PI45PLC,Inositol phosphate metabolism
PI4P3K,Inositol phosphate metabolism
PI4P5Kn,Inositol phosphate metabolism
PI4PP,Inositol phosphate metabolism
PI5P3K,Inositol phosphate metabolism
PI5P4K,Inositol phosphate metabolism
PIK3,Inositol phosphate metabolism
PIK3n,Inositol phosphate metabolism
PIK5,Inositol phosphate metabolism
PMI12346PHn,Inositol phosphate metabolism
HMR_6580,Inositol phosphate metabolism
DM_Asn_X_Ser_Thr_l,Intracellular demand
DM_core5_g,Intracellular demand
DM_dem2emgacpail_prot_hs_r,Intracellular demand
DM_dgpi_prot_hs_r,Intracellular demand
DM_dsT_antigen_g,Intracellular demand
DM_kdn_c,Intracellular demand
DM_melanin_c,Intracellular demand
DM_n5m2masn_g,Intracellular demand
DM_oretn_n,Intracellular demand
DM_Ser_Thr_l,Intracellular demand
DM_Ser_Gly_Ala_X_Gly_l,Intracellular demand
DM_sprm_c,Intracellular demand
DM_taur_c,Intracellular demand
DM_pmtcoa_r,Intracellular demand
DM_4hpro_LT_m,Intracellular demand
DM_Lcystin_c,Intracellular demand
DM_ncam_c,Intracellular demand
DM_ascb__L_c,Intracellular demand
DM_k_c,Intracellular demand
SK_adprbp_c,Intracellular demand
SK_bandmt_c,Intracellular demand
SK_for_c,Intracellular demand
SK_mi1345p_c,Intracellular demand
SK_mi134p_c,Intracellular demand
SK_mi145p_c,Intracellular demand
DM_pchol_hs_c,Intracellular demand
DM_mqn10_c,Intracellular demand
DM_mqn7_c,Intracellular demand
DM_mqn8_c,Intracellular demand
DM_mqn9_c,Intracellular demand
DM_myelin_hs_c,Intracellular demand
DM_gd3_hs_g,Intracellular demand
DM_pail35p_hs_n,Intracellular demand
DM_gd3_hs_m,Intracellular demand
DM_pcreat_c,Intracellular demand
DM_na1_x,Intracellular demand
DM_na1_g,Intracellular demand
DM_thm_m,Intracellular demand
DM_15HPET_n,Intracellular demand
DM_ts3_c,Intracellular demand
DM_sph1p_n,Intracellular demand
DM_sphs1p_n,Intracellular demand
DM_gda1_hs_n,Intracellular demand
DM_phsph1p_c,Intracellular demand
DM_gd3_hs_l,Intracellular demand
DM_icdchol_c,Intracellular demand
DM_lca24g_c,Intracellular demand
DM_3dhdchol_c,Intracellular demand
DM_7dhcdchol_c,Intracellular demand
DM_7dhchol_c,Intracellular demand
DM_lca3g_c,Intracellular demand
DM_tcdca3s_c,Intracellular demand
DM_thyochol_c,Intracellular demand
DM_ca24g_c,Intracellular demand
DM_ca3s_c,Intracellular demand
DM_dca24g_c,Intracellular demand
DM_dca3s_c,Intracellular demand
DM_uchol_c,Intracellular demand
DM_gca3s_c,Intracellular demand
DM_udca3s_c,Intracellular demand
DM_gcdca3s_c,Intracellular demand
DM_gdca3s_c,Intracellular demand
DM_gudca3s_c,Intracellular demand
DM_hca24g_c,Intracellular demand
DM_hca6g_c,Intracellular demand
DM_hdca24g_c,Intracellular demand
DM_CE5026_c,Intracellular demand
DM_CE1562_c,Intracellular demand
DM_ind56qn_c,Intracellular demand
DM_CE5025_c,Intracellular demand
DM_CE4888_c,Intracellular demand
DM_4abut_c,Intracellular demand
DM_srtn_c,Intracellular demand
DM_adrnl_c,Intracellular demand
DM_nrpphr_c,Intracellular demand
DM_tym_c,Intracellular demand
DM_Lkynr_c,Intracellular demand
DM_13_cis_oretn_n,Intracellular demand
DM_13_cis_retn_n,Intracellular demand
DM_avite2_c,Intracellular demand
DM_bvite_c,Intracellular demand
DM_core7_g,Intracellular demand
DM_core8_g,Intracellular demand
DM_datp_m,Intracellular demand
DM_datp_n,Intracellular demand
DM_dctp_m,Intracellular demand
DM_dctp_n,Intracellular demand
DM_dgtp_m,Intracellular demand
DM_dgtp_n,Intracellular demand
DM_dttp_m,Intracellular demand
DM_dttp_n,Intracellular demand
DM_ethamp_r,Intracellular demand
DM_gncore2_g,Intracellular demand
DM_gpi_sig_r,Intracellular demand
DM_hretn_n,Intracellular demand
DM_m3gacpail_prot_hs_r,Intracellular demand
DM_mem2emgacpail_prot_hs_r,Intracellular demand
DM_sTn_antigen_g,Intracellular demand
SK_T_antigen_g,Intracellular demand
DM_yvite_c,Intracellular demand
DM_1a25dhvitd3_n,Intracellular demand
DM_4abut_n,Intracellular demand
DM_5HPET_r,Intracellular demand
DM_pe_hs_r,Intracellular demand
DM_anth_c,Intracellular demand
DM_fol_c,Intracellular demand
DM_pnto__R_c,Intracellular demand
DM_itp_n,Intracellular demand
DM_pe_hs_c,Intracellular demand
SK_akg_c,Intracellular demand
SK_mi14p_c,Intracellular demand
DM_mqn11_c,Intracellular demand
DM_galam_c,Intracellular demand
DM_C02712_c,Intracellular demand
DM_k_g,Intracellular demand
DM_na1_r,Intracellular demand
DM_na1_c,Intracellular demand
DM_retn_n,Intracellular demand
DM_hhxdcal_c,Intracellular demand
DM_15HPET_x,Intracellular demand
DM_15HPET_r,Intracellular demand
DM_no2_c,Intracellular demand
DM_gm1_hs_n,Intracellular demand
DM_6hddopaqn_c,Intracellular demand
DM_12dhchol_c,Intracellular demand
DM_3dhcdchol_c,Intracellular demand
DM_3dhchol_c,Intracellular demand
DM_3dhlchol_c,Intracellular demand
DM_cdca24g_c,Intracellular demand
DM_cdca3g_c,Intracellular demand
DM_coprost_c,Intracellular demand
DM_dca3g_c,Intracellular demand
DM_hdca6g_c,Intracellular demand
DM_hyochol_c,Intracellular demand
DM_isochol_c,Intracellular demand
DM_lca3s_c,Intracellular demand
DM_tca3s_c,Intracellular demand
DM_tdca3s_c,Intracellular demand
DM_tudca3s_c,Intracellular demand
DM_CE1261_c,Intracellular demand
DM_4glu56dihdind_c,Intracellular demand
DM_5cysdopa_c,Intracellular demand
DM_dopa_c,Intracellular demand
DM_ach_c,Intracellular demand
DM_hista_c,Intracellular demand
DM_kynate_c,Intracellular demand
DM_cbl2_m,Intracellular demand
DM_1a2425thvitd2_m,Intracellular demand
DM_btn_m,Intracellular demand
DM_btn_n,Intracellular demand
DM_protein_c,Intracellular demand
SK_dd2coa_c,Intracellular source/sink
SK_decdicoa_c,Intracellular source/sink
SK_tetdec2coa_c,Intracellular source/sink
SK_tetdece1coa_c,Intracellular source/sink
SK_octdececoa_c,Intracellular source/sink
SK_5HPET_c,Intracellular source/sink
SK_crvnc_c,Intracellular source/sink
SK_doco13ecoa_c,Intracellular source/sink
SK_fad_c,Intracellular source/sink
SK_25hvitd2_c,Intracellular source/sink
SK_9_cis_retfa_c,Intracellular source/sink
SK_glygn2_c,Intracellular source/sink
SK_HC02193_c,Intracellular source/sink
SK_lnlc_c,Intracellular source/sink
SK_HC02195_c,Intracellular source/sink
SK_HC02197_c,Intracellular source/sink
SK_HC02198_c,Intracellular source/sink
SK_Tyr_ggn_c,Intracellular source/sink
DM_avite1_c,Intracellular source/sink
SK_btn_c,Intracellular source/sink
SK_c226coa_c,Intracellular source/sink
SK_lnlccoa_c,Intracellular source/sink
SK_lnlncgcoa_c,Intracellular source/sink
SK_nad_c,Intracellular source/sink
SK_pmtcoa_c,Intracellular source/sink
SK_pydx_c,Intracellular source/sink
SK_pydxn_c,Intracellular source/sink
SK_retinol_c,Intracellular source/sink
SK_tag_hs_c,Intracellular source/sink
SK_tchola_c,Intracellular source/sink
SK_tdechola_c,Intracellular source/sink
SK_thf_c,Intracellular source/sink
SK_tmndnc_c,Intracellular source/sink
SK_tmndnccoa_c,Intracellular source/sink
SK_vitd3_c,Intracellular source/sink
SK_dhcholestanate_c,Intracellular source/sink
SK_thcholstoic_c,Intracellular source/sink
SK_xol7aone_c,Intracellular source/sink
SK_xoldiolone_c,Intracellular source/sink
SK_dchac_c,Intracellular source/sink
SK_CE1273_c,Intracellular source/sink
SK_34dhpac_c,Intracellular source/sink
SK_his__L_c,Intracellular source/sink
SK_lys__L_c,Intracellular source/sink
SK_thr__L_c,Intracellular source/sink
SK_val__L_c,Intracellular source/sink
SK_ala__L_c,Intracellular source/sink
SK_arg__L_c,Intracellular source/sink
SK_asn__L_c,Intracellular source/sink
SK_pro__L_c,Intracellular source/sink
SK_tyr__L_c,Intracellular source/sink
SK_c101coa_c,Intracellular source/sink
SK_c81coa_c,Intracellular source/sink
SK_band_c,Intracellular source/sink
SK_11_cis_retfa_c,Intracellular source/sink
SK_C02528_c,Intracellular source/sink
SK_HC02191_c,Intracellular source/sink
SK_HC02192_c,Intracellular source/sink
SK_HC02194_c,Intracellular source/sink
SK_HC02196_c,Intracellular source/sink
SK_HC02220_c,Intracellular source/sink
SK_chol_c,Intracellular source/sink
SK_cholate_c,Intracellular source/sink
SK_coa_c,Intracellular source/sink
SK_Ser_Gly_Ala_X_Gly_r,Intracellular source/sink
SK_ile__L_c,Intracellular source/sink
SK_leu__L_c,Intracellular source/sink
SK_met__L_c,Intracellular source/sink
SK_phe__L_c,Intracellular source/sink
SK_trp__L_c,Intracellular source/sink
SK_asp__L_c,Intracellular source/sink
SK_cys__L_c,Intracellular source/sink
SK_gln__L_c,Intracellular source/sink
SK_glu__L_c,Intracellular source/sink
SK_ser__L_c,Intracellular source/sink
SK_gly_c,Intracellular source/sink
SK_4abut_l,Intracellular source/sink
SK_citr__L_c,Intracellular source/sink
SK_pre_prot_r,Intracellular source/sink
SK_dgchol_c,Intracellular source/sink
SK_fe3_c,Intracellular source/sink
SK_gchola_c,Intracellular source/sink
SK_hdca_c,Intracellular source/sink
SK_lnlncacoa_c,Intracellular source/sink
SK_nadp_c,Intracellular source/sink
SK_odecoa_c,Intracellular source/sink
SK_phyQ_c,Intracellular source/sink
SK_pydam_c,Intracellular source/sink
SK_retfa_c,Intracellular source/sink
SK_stcoa_c,Intracellular source/sink
SK_tdchola_c,Intracellular source/sink
DM_thmpp_c,Intracellular source/sink
DM_thmtp_c,Intracellular source/sink
SK_xol7ah3_c,Intracellular source/sink
SK_7klitchol_c,Intracellular source/sink
FUCASE2ly,Keratan sulfate degradation
GALASE10ly,Keratan sulfate degradation
GALASE12ly,Keratan sulfate degradation
GALASE13ly,Keratan sulfate degradation
GALASE15ly,Keratan sulfate degradation
GALASE16ly,Keratan sulfate degradation
GALASE17ly,Keratan sulfate degradation
GALASE19ly,Keratan sulfate degradation
GALASE20ly,Keratan sulfate degradation
GALASE4ly,Keratan sulfate degradation
GALASE7ly,Keratan sulfate degradation
GALASE8ly,Keratan sulfate degradation
GALASE9ly,Keratan sulfate degradation
NACHEX10ly,Keratan sulfate degradation
NACHEX13ly,Keratan sulfate degradation
NACHEX16ly,Keratan sulfate degradation
NACHEX17ly,Keratan sulfate degradation
NACHEX20ly,Keratan sulfate degradation
NACHEX25ly,Keratan sulfate degradation
NACHEX26ly,Keratan sulfate degradation
NACHEXA10ly,Keratan sulfate degradation
NACHEXA11ly,Keratan sulfate degradation
NACHEXA12ly,Keratan sulfate degradation
NACHEXA13ly,Keratan sulfate degradation
NACHEXA15ly,Keratan sulfate degradation
NACHEXA18ly,Keratan sulfate degradation
NACHEXA20ly,Keratan sulfate degradation
NACHEXA21ly,Keratan sulfate degradation
NACHEXA9ly,Keratan sulfate degradation
S6TASE11ly,Keratan sulfate degradation
S6TASE14ly,Keratan sulfate degradation
S6TASE15ly,Keratan sulfate degradation
S6TASE16ly,Keratan sulfate degradation
S6TASE17ly,Keratan sulfate degradation
S6TASE21ly,Keratan sulfate degradation
S6TASE24ly,Keratan sulfate degradation
S6TASE25ly,Keratan sulfate degradation
S6TASE26ly,Keratan sulfate degradation
SIAASE2ly,Keratan sulfate degradation
SIAASE4ly,Keratan sulfate degradation
ENGASE3ly,Keratan sulfate degradation
HMR_7469,Keratan sulfate degradation
FUCASE2e,Keratan sulfate degradation
GALASE11ly,Keratan sulfate degradation
GALASE14ly,Keratan sulfate degradation
GALASE18ly,Keratan sulfate degradation
GALASE3ly,Keratan sulfate degradation
GALASE5ly,Keratan sulfate degradation
GALASE6ly,Keratan sulfate degradation
GASNASE3ly,Keratan sulfate degradation
NACHEX11ly,Keratan sulfate degradation
NACHEX12ly,Keratan sulfate degradation
NACHEX14ly,Keratan sulfate degradation
NACHEX15ly,Keratan sulfate degradation
NACHEX18ly,Keratan sulfate degradation
NACHEX19ly,Keratan sulfate degradation
NACHEX21ly,Keratan sulfate degradation
NACHEX22ly,Keratan sulfate degradation
NACHEX23ly,Keratan sulfate degradation
NACHEX24ly,Keratan sulfate degradation
NACHEXA14ly,Keratan sulfate degradation
NACHEXA16ly,Keratan sulfate degradation
NACHEXA17ly,Keratan sulfate degradation
NACHEXA19ly,Keratan sulfate degradation
NACHEXA22ly,Keratan sulfate degradation
NAGA2ly,Keratan sulfate degradation
NAGLCAly,Keratan sulfate degradation
S6TASE10ly,Keratan sulfate degradation
S6TASE12ly,Keratan sulfate degradation
S6TASE13ly,Keratan sulfate degradation
S6TASE18ly,Keratan sulfate degradation
S6TASE19ly,Keratan sulfate degradation
S6TASE20ly,Keratan sulfate degradation
S6TASE22ly,Keratan sulfate degradation
S6TASE23ly,Keratan sulfate degradation
SIAASE3ly,Keratan sulfate degradation
AG13T16g,Keratan sulfate synthesis
AG13T18g,Keratan sulfate synthesis
AG13T2g,Keratan sulfate synthesis
G14T20g,Keratan sulfate synthesis
G14T21g,Keratan sulfate synthesis
G14T2g,Keratan sulfate synthesis
G14T5g,Keratan sulfate synthesis
S6T18g,Keratan sulfate synthesis
S6T1g,Keratan sulfate synthesis
S6T2g,Keratan sulfate synthesis
S6T3g,Keratan sulfate synthesis
AG13T17g,Keratan sulfate synthesis
AG13T1g,Keratan sulfate synthesis
AG13T3g,Keratan sulfate synthesis
G14T18g,Keratan sulfate synthesis
G14T19g,Keratan sulfate synthesis
G14T3g,Keratan sulfate synthesis
G14T4g,Keratan sulfate synthesis
S23T2g,Keratan sulfate synthesis
S23T4g,Keratan sulfate synthesis
S6T16g,Keratan sulfate synthesis
S6T17g,Keratan sulfate synthesis
HMR_1081,Leukotriene metabolism
HMR_1084,Leukotriene metabolism
HMR_1085,Leukotriene metabolism
HMR_1102,Leukotriene metabolism
HMR_1127,Leukotriene metabolism
HMR_1126,Leukotriene metabolism
HMR_1129,Leukotriene metabolism
HMR_1280,Leukotriene metabolism
P4502C92,Limonene and pinene degradation
P4502C93,Limonene and pinene degradation
P4502C94,Limonene and pinene degradation
RE2346C,Linoleate metabolism
RE3411C_1,Linoleate metabolism
RE3413C,Linoleate metabolism
HMR_2457,Linoleate metabolism
RE3258C,Linoleate metabolism
RE3259C,Linoleate metabolism
RE3417C_1,Linoleate metabolism
RE3420C_1,Linoleate metabolism
HMR_2440,Linoleate metabolism
HMR_6397,Lipoate metabolism
2AMADPTm,Lysine metabolism
2OXOADOXm,Lysine metabolism
PPD2CSPp,Lysine metabolism
SACCD3m,Lysine metabolism
TMABADH,Lysine metabolism
TMLYSOX,Lysine metabolism
AASAD3,Lysine metabolism
AADSACYCL,Lysine metabolism
ADPOHc,Lysine metabolism
